1,fb0,3.93929
1,fb1,3.81024
1,fb2,2.73472
2,fb0,3.93924
2,fb1,3.80883
2,fb2,2.7327
3,fb0,3.93912
3,fb1,3.80723
3,fb2,2.73044
4,fb0,3.93891
4,fb1,3.8056
4,fb2,2.72817
5,fb0,3.93861
5,fb1,3.80393
5,fb2,2.7259
6,fb0,3.93824
6,fb1,3.80222
6,fb2,2.72361
7,fb0,3.93779
7,fb1,3.80049
7,fb2,2.72131
8,fb0,3.93726
8,fb1,3.79872
8,fb2,2.71901
9,fb0,3.93666
9,fb1,3.79692
9,fb2,2.7167
10,fb0,3.93599
10,fb1,3.79509
10,fb2,2.71438
11,fb0,3.93525
11,fb1,3.79324
11,fb2,2.71205
12,fb0,3.93444
12,fb1,3.79135
12,fb2,2.70971
13,fb0,3.93356
13,fb1,3.78944
13,fb2,2.70737
14,fb0,3.93262
14,fb1,3.78751
14,fb2,2.70502
15,fb0,3.93162
15,fb1,3.78555
15,fb2,2.70266
16,fb0,3.93057
16,fb1,3.78357
16,fb2,2.7003
17,fb0,3.92945
17,fb1,3.78157
17,fb2,2.69793
18,fb0,3.92828
18,fb1,3.77954
18,fb2,2.69556
19,fb0,3.92706
19,fb1,3.7775
19,fb2,2.69318
20,fb0,3.92579
20,fb1,3.77544
20,fb2,2.6908
21,fb0,3.92446
21,fb1,3.77335
21,fb2,2.68841
22,fb0,3.92309
22,fb1,3.77125
22,fb2,2.68601
23,fb0,3.92168
23,fb1,3.76914
23,fb2,2.68361
24,fb0,3.92022
24,fb1,3.767
24,fb2,2.68121
25,fb0,3.91872
25,fb1,3.76485
25,fb2,2.6788
26,fb0,3.91717
26,fb1,3.76269
26,fb2,2.67639
27,fb0,3.91559
27,fb1,3.76051
27,fb2,2.67398
28,fb0,3.91397
28,fb1,3.75832
28,fb2,2.67156
29,fb0,3.91231
29,fb1,3.75611
29,fb2,2.66914
30,fb0,3.91062
30,fb1,3.7539
30,fb2,2.66671
31,fb0,3.9089
31,fb1,3.75167
31,fb2,2.66428
32,fb0,3.90714
32,fb1,3.74942
32,fb2,2.66185
33,fb0,3.90535
33,fb1,3.74717
33,fb2,2.65942
34,fb0,3.90353
34,fb1,3.74491
34,fb2,2.65698
35,fb0,3.90169
35,fb1,3.74263
35,fb2,2.65454
36,fb0,3.89981
36,fb1,3.74035
36,fb2,2.6521
37,fb0,3.89791
37,fb1,3.73806
37,fb2,2.64965
38,fb0,3.89599
38,fb1,3.73575
38,fb2,2.6472
39,fb0,3.89404
39,fb1,3.73344
39,fb2,2.64475
40,fb0,3.89206
40,fb1,3.73113
40,fb2,2.6423
41,fb0,3.89007
41,fb1,3.7288
41,fb2,2.63985
42,fb0,3.88805
42,fb1,3.72647
42,fb2,2.63739
43,fb0,3.88601
43,fb1,3.72412
43,fb2,2.63493
44,fb0,3.88396
44,fb1,3.72178
44,fb2,2.63247
45,fb0,3.88188
45,fb1,3.71942
45,fb2,2.63001
46,fb0,3.87979
46,fb1,3.71706
46,fb2,2.62755
47,fb0,3.87767
47,fb1,3.71469
47,fb2,2.62508
48,fb0,3.87555
48,fb1,3.71232
48,fb2,2.62262
49,fb0,3.8734
49,fb1,3.70994
49,fb2,2.62016
50,fb0,3.87124
50,fb1,3.70756
50,fb2,2.61769
51,fb0,3.86907
51,fb1,3.70517
51,fb2,2.61523
52,fb0,3.86688
52,fb1,3.70278
52,fb2,2.61277
53,fb0,3.86468
53,fb1,3.70038
53,fb2,2.61031
54,fb0,3.86247
54,fb1,3.69798
54,fb2,2.60784
55,fb0,3.86024
55,fb1,3.69557
55,fb2,2.60538
56,fb0,3.858
56,fb1,3.69316
56,fb2,2.60292
57,fb0,3.85575
57,fb1,3.69074
57,fb2,2.60045
58,fb0,3.85349
58,fb1,3.68833
58,fb2,2.59799
59,fb0,3.85122
59,fb1,3.6859
59,fb2,2.59553
60,fb0,3.84894
60,fb1,3.68348
60,fb2,2.59307
61,fb0,3.84665
61,fb1,3.68105
61,fb2,2.5906
62,fb0,3.84435
62,fb1,3.67862
62,fb2,2.58814
63,fb0,3.84204
63,fb1,3.67618
63,fb2,2.58568
64,fb0,3.83973
64,fb1,3.67375
64,fb2,2.58322
65,fb0,3.83741
65,fb1,3.67131
65,fb2,2.58076
66,fb0,3.83507
66,fb1,3.66886
66,fb2,2.57829
67,fb0,3.83273
67,fb1,3.66642
67,fb2,2.57583
68,fb0,3.83039
68,fb1,3.66397
68,fb2,2.57337
69,fb0,3.82804
69,fb1,3.66152
69,fb2,2.57091
70,fb0,3.82568
70,fb1,3.65907
70,fb2,2.56844
71,fb0,3.82331
71,fb1,3.65661
71,fb2,2.56598
72,fb0,3.82094
