1,fb0,3.87924,1.28603,1.86868
1,fb1,3.41632,1.54942,1.37185
1,fb2,3.97348,1.54493,1.93594
2,fb0,3.88002,1.28528,1.86952
2,fb1,3.4147,1.55779,1.36884
2,fb2,3.97348,1.54493,1.93594
3,fb0,3.88628,1.27911,1.87624
3,fb1,3.41216,1.5669,1.36473
3,fb2,3.97239,1.54505,1.93482
4,fb0,3.89241,1.27167,1.88292
4,fb1,3.40879,1.57562,1.35984
4,fb2,3.97227,1.54506,1.9347
5,fb0,3.8977,1.26357,1.88877
5,fb1,3.40469,1.58391,1.35425
5,fb2,3.97227,1.54506,1.9347
6,fb0,3.90217,1.25495,1.89383
6,fb1,3.39994,1.59175,1.34805
6,fb2,3.96498,1.54843,1.92687
7,fb0,3.9059,1.24594,1.89815
7,fb1,3.39462,1.59915,1.34133
7,fb2,3.95723,1.55301,1.9184
8,fb0,3.90897,1.23663,1.9018
8,fb1,3.38879,1.60611,1.33415
8,fb2,3.94992,1.55835,1.91026
9,fb0,3.91146,1.22711,1.90486
9,fb1,3.38251,1.61263,1.32657
9,fb2,3.94307,1.56433,1.90248
10,fb0,3.91345,1.21744,1.90741
10,fb1,3.37582,1.61871,1.31863
10,fb2,3.93666,1.57085,1.89505
11,fb0,3.91503,1.20767,1.90952
11,fb1,3.36876,1.62437,1.31039
11,fb2,3.93068,1.57781,1.88798
12,fb0,3.91624,1.19782,1.91124
12,fb1,3.36137,1.62962,1.30188
12,fb2,3.92512,1.58513,1.88126
13,fb0,3.91715,1.18792,1.91264
13,fb1,3.35369,1.63446,1.29313
13,fb2,3.91994,1.59276,1.87487
14,fb0,3.9178,1.17798,1.91375
14,fb1,3.34575,1.63892,1.28418
14,fb2,3.91514,1.60062,1.8688
15,fb0,3.91822,1.16802,1.91461
15,fb1,3.33758,1.643,1.27505
15,fb2,3.9107,1.60869,1.86304
16,fb0,3.91845,1.15804,1.91526
16,fb1,3.32919,1.64672,1.26577
16,fb2,3.9066,1.6169,1.85758
17,fb0,3.91852,1.14805,1.91572
17,fb1,3.32063,1.65007,1.25638
17,fb2,3.90284,1.62523,1.85243
18,fb0,3.91845,1.13805,1.91602
18,fb1,3.31231,1.65295,1.24732
18,fb2,3.89941,1.63365,1.84759
19,fb0,3.91837,1.12806,1.91628
19,fb1,3.30428,1.65539,1.23864
19,fb2,3.89633,1.64212,1.84305
20,fb0,3.91832,1.11806,1.91654
20,fb1,3.29654,1.65746,1.23031
20,fb2,3.89359,1.65061,1.83884
21,fb0,3.91829,1.10806,1.9168
21,fb1,3.28907,1.6592,1.22233
21,fb2,3.8912,1.65909,1.83498
22,fb0,3.91816,1.09806,1.91693
22,fb1,3.28187,1.66067,1.21468
22,fb2,3.88919,1.66754,1.83147
23,fb0,3.9179,1.08837,1.9169
23,fb1,3.27495,1.66188,1.20737
23,fb2,3.88756,1.67591,1.82835
24,fb0,3.91758,1.08065,1.91675
24,fb1,3.26831,1.66288,1.20038
24,fb2,3.88646,1.68338,1.8259
25,fb0,3.91722,1.07439,1.91651
25,fb1,3.26196,1.66368,1.19373
25,fb2,3.88581,1.68953,1.82415
26,fb0,3.91681,1.06906,1.9162
26,fb1,3.25592,1.66431,1.18743
26,fb2,3.88546,1.69465,1.82286
27,fb0,3.91635,1.06437,1.91582
27,fb1,3.25019,1.66478,1.18148
27,fb2,3.88522,1.70033,1.82158
28,fb0,3.91584,1.06015,1.91538
28,fb1,3.24473,1.66513,1.17583
28,fb2,3.88524,1.70553,1.82064
29,fb0,3.91528,1.05627,1.91487
29,fb1,3.23954,1.66537,1.17048
29,fb2,3.88546,1.71022,1.82
30,fb0,3.91465,1.05262,1.9143
30,fb1,3.23461,1.66551,1.1654
30,fb2,3.88583,1.71444,1.81958
31,fb0,3.91396,1.04914,1.91366
31,fb1,3.22991,1.66557,1.16059
31,fb2,3.88629,1.71825,1.81934
32,fb0,3.9132,1.04577,1.91293
32,fb1,3.22543,1.66556,1.15602
32,fb2,3.88681,1.72169,1.81922
33,fb0,3.91236,1.04248,1.91213
33,fb1,3.22116,1.66549,1.15167
33,fb2,3.88737,1.72481,1.8192
34,fb0,3.91142,1.03926,1.91123
34,fb1,3.21708,1.66537,1.14752
34,fb2,3.88794,1.72763,1.81925
35,fb0,3.9104,1.03608,1.91023
35,fb1,3.21318,1.6652,1.14357
35,fb2,3.88852,1.73018,1.81935
36,fb0,3.90928,1.03294,1.90914
36,fb1,3.20944,1.66499,1.13979
36,fb2,3.88908,1.73249,1.81948
37,fb0,3.90805,1.02983,1.90794
37,fb1,3.20584,1.66475,1.13616
37,fb2,3.88964,1.73457,1.81964
38,fb0,3.90672,1.02676,1.90663
38,fb1,3.20238,1.66448,1.13269
38,fb2,3.89017,1.73646,1.81982
39,fb0,3.90528,1.02372,1.90521
39,fb1,3.19905,1.66417,1.12934
39,fb2,3.89067,1.73816,1.82001
40,fb0,3.90374,1.02072,1.90368
40,fb1,3.19583,1.66385,1.12612
40,fb2,3.89115,1.73969,1.8202
41,fb0,3.90208,1.01776,1.90204
41,fb1,3.19271,1.6635,1.12301
41,fb2,3.8916,1.74108,1.82039
42,fb0,3.90032,1.01484,1.90029
42,fb1,3.1897,1.66313,1.12001
42,fb2,3.89202,1.74232,1.82057
43,fb0,3.89845,1.01196,1.89843
43,fb1,3.18678,1.66274,1.1171
43,fb2,3.89241,1.74344,1.82075
44,fb0,3.89647,1.00914,1.89646
44,fb1,3.18394,1.66233,1.11428
44,fb2,3.89276,1.74443,1.82092
45,fb0,3.89438,1.00638,1.89438
45,fb1,3.18117,1.66191,1.11155
45,fb2,3.89309,1.74533,1.82108
46,fb0,3.8922,1.00367,1.8922
46,fb1,3.17848,1.66148,1.10889
46,fb2,3.89339,1.74613,1.82123
47,fb0,3.88991,1.00103,1.88991
47,fb1,3.17586,1.66103,1.10631
47,fb2,3.89367,1.74684,1.82137
48,fb0,3.88753,0.998451,1.88753
48,fb1,3.17331,1.66057,1.10379
48,fb2,3.89391,1.74747,1.8215
49,fb0,3.88506,0.995945,1.88505
49,fb1,3.17081,1.6601,1.10134
49,fb2,3.89414,1.74803,1.82162
50,fb0,3.88249,0.993513,1.88249
50,fb1,3.16836,1.65962,1.09894
50,fb2,3.89434,1.74853,1.82173
51,fb0,3.87984,0.991156,1.87983
51,fb1,3.16597,1.65913,1.0966
51,fb2,3.89453,1.74898,1.82183
52,fb0,3.87711,0.988877,1.87709
52,fb1,3.16363,1.65863,1.09431
52,fb2,3.89455,1.74902,1.82184
53,fb0,3.8743,0.986678,1.87427
53,fb1,3.16133,1.65811,1.09207
53,fb2,3.89455,1.74902,1.82184
54,fb0,3.87142,0.984562,1.87138
54,fb1,3.15908,1.65759,1.08988
54,fb2,3.89455,1.74902,1.82184
55,fb0,3.86846,0.982529,1.86843
55,fb1,3.15686,1.65706,1.08772
55,fb2,3.89455,1.74902,1.82184
56,fb0,3.86545,0.98058,1.8654
56,fb1,3.15468,1.65652,1.08561
56,fb2,3.89455,1.74902,1.82184
57,fb0,3.86237,0.978714,1.86232
57,fb1,3.15254,1.65598,1.08353
57,fb2,3.89455,1.74902,1.82184
58,fb0,3.85924,0.976934,1.85917
58,fb1,3.15043,1.65542,1.08149
58,fb2,3.89455,1.74902,1.82184
59,fb0,3.85606,0.975237,1.85598
59,fb1,3.14835,1.65486,1.07949
59,fb2,3.89455,1.74902,1.82184
60,fb0,3.85282,0.973624,1.85273
60,fb1,3.1463,1.65429,1.07752
60,fb2,3.89455,1.74902,1.82184
61,fb0,3.84954,0.972095,1.84944
61,fb1,3.14429,1.65371,1.07558
61,fb2,3.89455,1.74902,1.82184
62,fb0,3.84621,0.970649,1.8461
62,fb1,3.1423,1.65313,1.07367
62,fb2,3.89455,1.74902,1.82184
63,fb0,3.84285,0.969284,1.84273
63,fb1,3.14034,1.65254,1.0718
63,fb2,3.89455,1.74902,1.82184
64,fb0,3.83945,0.968001,1.83932
64,fb1,3.13841,1.65194,1.06995
64,fb2,3.89455,1.74902,1.82184
65,fb0,3.83602,0.966798,1.83587
65,fb1,3.1365,1.65134,1.06812
65,fb2,3.89455,1.74902,1.82184
66,fb0,3.83255,0.965673,1.8324
66,fb1,3.13462,1.65073,1.06633
66,fb2,3.89455,1.74902,1.82184
67,fb0,3.82906,0.964627,1.8289
67,fb1,3.13276,1.65012,1.06456
67,fb2,3.89482,1.74867,1.82219
68,fb0,3.82554,0.963657,1.82537
68,fb1,3.13092,1.64949,1.06281
68,fb2,3.89513,1.74826,1.82258
69,fb0,3.82201,0.962763,1.82183
69,fb1,3.12911,1.64887,1.0611
69,fb2,3.89545,1.74783,1.82299
70,fb0,3.81845,0.961942,1.81826
70,fb1,3.12733,1.64824,1.0594
70,fb2,3.89577,1.74738,1.82341
71,fb0,3.81488,0.961193,1.81468
71,fb1,3.12556,1.6476,1.05774
71,fb2,3.89611,1.74692,1.82384
72,fb0,3.81129,0.960515,1.81109
72,fb1,3.12382,1.64697,1.05609
72,fb2,3.89645,1.74643,1.82429
73,fb0,3.8077,0.959904,1.80749
73,fb1,3.12211,1.64632,1.05448
