1,fb0,2.56666
1,fb1,2.1674
1,fb2,1.54003
1,fb3,2.12474
1,fb4,1.94044
1,fb5,1.6265
1,fb6,2.10671
1,fb7,2.45052
1,fb8,1.91818
1,fb9,2.05509
2,fb0,2.57527
2,fb1,2.16778
2,fb2,1.54003
2,fb3,2.12535
2,fb4,1.9412
2,fb5,1.6265
2,fb6,2.10716
2,fb7,2.45071
2,fb8,1.9182
2,fb9,2.05414
3,fb0,2.58499
3,fb1,2.16821
3,fb2,1.54003
3,fb3,2.12604
3,fb4,1.94206
3,fb5,1.6265
3,fb6,2.10765
3,fb7,2.4509
3,fb8,1.91821
3,fb9,2.05308
4,fb0,2.59475
4,fb1,2.16867
4,fb2,1.54003
4,fb3,2.12675
4,fb4,1.94293
4,fb5,1.6265
4,fb6,2.10812
4,fb7,2.45106
4,fb8,1.9182
4,fb9,2.052
5,fb0,2.60455
5,fb1,2.16915
5,fb2,1.54003
5,fb3,2.12748
5,fb4,1.94382
5,fb5,1.6265
5,fb6,2.10857
5,fb7,2.45121
5,fb8,1.91816
5,fb9,2.05092
6,fb0,2.61345
6,fb1,2.16965
6,fb2,1.54003
6,fb3,2.12822
6,fb4,1.94473
6,fb5,1.6265
6,fb6,2.10899
6,fb7,2.45133
6,fb8,1.91811
6,fb9,2.04982
7,fb0,2.62136
7,fb1,2.17017
7,fb2,1.54003
7,fb3,2.12899
7,fb4,1.94565
7,fb5,1.6265
7,fb6,2.1094
7,fb7,2.45144
7,fb8,1.91803
7,fb9,2.04872
8,fb0,2.62848
8,fb1,2.17071
8,fb2,1.54003
8,fb3,2.12977
8,fb4,1.94659
8,fb5,1.6265
8,fb6,2.10979
8,fb7,2.45152
8,fb8,1.91793
8,fb9,2.0476
9,fb0,2.63493
9,fb1,2.17123
9,fb2,1.53129
9,fb3,2.13057
9,fb4,1.94754
9,fb5,1.6265
9,fb6,2.11015
9,fb7,2.45158
9,fb8,1.91782
9,fb9,2.04647
10,fb0,2.64081
10,fb1,2.17174
10,fb2,1.52134
10,fb3,2.13139
10,fb4,1.94851
10,fb5,1.6265
10,fb6,2.1105
10,fb7,2.45161
10,fb8,1.91768
10,fb9,2.04534
11,fb0,2.64623
11,fb1,2.17223
11,fb2,1.51134
11,fb3,2.13223
11,fb4,1.94949
11,fb5,1.62404
11,fb6,2.11083
11,fb7,2.45163
11,fb8,1.91751
11,fb9,2.04419
12,fb0,2.65123
12,fb1,2.1727
12,fb2,1.50141
12,fb3,2.13308
12,fb4,1.95048
12,fb5,1.62043
12,fb6,2.11113
12,fb7,2.45162
12,fb8,1.91733
12,fb9,2.04304
13,fb0,2.65589
13,fb1,2.17315
13,fb2,1.4916
13,fb3,2.13395
13,fb4,1.95149
13,fb5,1.61599
13,fb6,2.11141
13,fb7,2.45143
13,fb8,1.91713
13,fb9,2.04188
14,fb0,2.66024
14,fb1,2.17358
14,fb2,1.48198
14,fb3,2.13484
14,fb4,1.95251
14,fb5,1.61072
14,fb6,2.11167
14,fb7,2.45203
14,fb8,1.9169
14,fb9,2.04071
15,fb0,2.66432
15,fb1,2.17399
15,fb2,1.47258
15,fb3,2.13574
15,fb4,1.95355
15,fb5,1.60463
15,fb6,2.11191
15,fb7,2.45358
15,fb8,1.91665
15,fb9,2.03953
16,fb0,2.66815
16,fb1,2.17438
16,fb2,1.46343
16,fb3,2.13665
16,fb4,1.9546
16,fb5,1.59769
16,fb6,2.11213
16,fb7,2.45551
16,fb8,1.91639
16,fb9,2.03835
17,fb0,2.67177
17,fb1,2.17474
17,fb2,1.45454
17,fb3,2.13759
17,fb4,1.95565
17,fb5,1.59691
17,fb6,2.11233
17,fb7,2.45783
17,fb8,1.9161
17,fb9,2.03716
18,fb0,2.67519
18,fb1,2.17509
18,fb2,1.44592
18,fb3,2.13853
18,fb4,1.95673
18,fb5,1.59691
18,fb6,2.11251
18,fb7,2.4605
18,fb8,1.91579
18,fb9,2.03596
19,fb0,2.67843
19,fb1,2.17542
19,fb2,1.43755
19,fb3,2.1395
19,fb4,1.95781
19,fb5,1.58864
19,fb6,2.11266
19,fb7,2.46348
19,fb8,1.91546
19,fb9,2.03475
20,fb0,2.68151
20,fb1,2.17572
20,fb2,1.42945
20,fb3,2.14047
20,fb4,1.9589
20,fb5,1.57905
20,fb6,2.1128
20,fb7,2.46673
20,fb8,1.9151
20,fb9,2.03354
21,fb0,2.68524
21,fb1,2.176
21,fb2,1.42158
21,fb3,2.14146
21,fb4,1.96001
21,fb5,1.56923
21,fb6,2.11291
21,fb7,2.47024
21,fb8,1.91473
21,fb9,2.03233
22,fb0,2.68884
22,fb1,2.17589
22,fb2,1.41397
22,fb3,2.14247
22,fb4,1.96112
22,fb5,1.55927
22,fb6,2.113
22,fb7,2.47397
22,fb8,1.91434
22,fb9,2.03111
